 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2008-2010
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"Total"
"120010 Brasiléia";33504,90;15588,12;20544,44;29179,41;20874,73;16977,24;21471,33;29382,99;22898,70;19897,73;18222,83;23878,35;23102,25;24838,99;22543,23;16996,42;22609,25;34123,17;27928,80;32081,51;36285,53;39821,25;30500,16;15859,57;26658,97;35072,15;48493,80;23548,96;28366,41;53266,59;41446,84;36167,94;47724,16;33325,03;31745,77;26781,80;1031709,32
"120013 Bujari";242,82;5434,40;5173,67;9549,40;5811,31;4177,61;14943,03;11618,54;10371,06;14040,51;17050,00;8950,09;11239,63;8862,17;10447,85;12469,02;11815,38;10997,01;7991,07;9350,76;10701,06;11322,48;14839,11;13372,63;9707,22;8469,84;9734,74;7391,08;10751,83;6221,25;8123,45;4909,73;5800,02;6023,49;5531,32;5887,47;329322,05
"120017 Capixaba";4113,72;7220,70;4765,22;4546,64;6636,21;4234,16;7139,53;5276,70;11126,53;4176,62;4388,97;11662,02;3779,61;2122,71;3214,33;3119,18;4463,17;5399,85;4135,49;7622,35;7799,27;3985,34;8599,47;8222,63;10333,29;10445,67;7121,16;7762,11;8039,72;9289,64;11776,02;7578,93;2807,17;5814,11;8806,69;7134,55;234659,48
"120020 Cruzeiro do Sul";84279,98;93483,22;178300,81;161193,88;159660,30;167790,97;143546,98;169689,95;171976,47;116973,30;137478,02;175807,03;163710,28;193561,12;232446,37;238632,38;203608,16;195882,92;194055,13;207656,12;188494,62;234277,62;283429,03;213136,39;216450,66;226915,30;269641,30;230799,22;292564,67;237744,79;206609,51;223178,41;275830,35;207927,35;282030,77;247180,57;7225943,95
"120025 Epitaciolândia";18980,01;9149,91;10937,68;17491,38;11157,16;11660,65;18395,31;8393,35;5671,73;13780,02;8700,64;9646,17;6803,16;10082,56;8929,49;9270,23;13961,82;17122,67;13451,47;8335,89;10111,56;12969,79;21782,37;16816,45;25371,10;18728,07;18963,67;13596,06;14417,85;11523,32;12336,24;13980,90;20870,81;13723,42;10989,60;6773,76;474876,27
"120030 Feijó";28091,43;31311,41;51287,54;52397,75;62176,55;66198,52;51374,45;38202,11;61161,87;43840,33;66714,12;55570,47;58570,34;50599,46;64301,15;73397,49;64508,85;71732,13;70105,06;46053,53;54905,02;29774,45;43930,49;44023,68;37569,24;38660,56;40715,15;50799,85;58247,72;51181,30;42916,62;45388,29;68177,95;39436,73;51657,74;41263,34;1846242,69
"120032 Jordão";61,90;507,32;751,22;314,02;193,58;23,08;78,75;2713,90;844,20;2884,06;2569,02;767,54;3731,12;1815,00;12806,14;1549,38;2223,24;3652,18;6422,28;1981,10;3233,84;4482,16;3545,88;4793,00;8650,95;3706,01;4164,16;4422,40;6098,35;7810,00;1491,99;8018,50;13990,43;7237,32;4641,76;3841,00;136016,78
"120033 Mâncio Lima";214,83;5505,98;34064,40;12391,37;13341,17;3297,34;9983,37;6927,33;9553,20;5554,70;7938,34;5340,70;5776,44;4772,92;5367,81;4777,32;6191,19;5016,69;13156,32;10609,91;6817,67;6419,09;10038,80;10398,31;3994,81;5812,95;2627,38;9644,90;11564,93;5129,29;10017,57;5059,64;4629,02;3345,24;11180,03;19304,26;295765,22
"120034 Manoel Urbano";3676,01;139,17;6516,42;5473,18;4892,30;8093,35;6753,27;11202,82;9354,50;1811,10;524,01;3296,55;3265,59;326,86;5593,70;3094,33;18788,84;3092,78;5203,09;5772,62;8367,79;9475,58;14315,23;1272,28;7717,96;3304,42;8619,26;1810,20;5555,54;5664,16;2410,32;1035,83;8726,74;1865,90;3294,75;5019,48;195325,93
"120035 Marechal Thaumaturgo";630,90;7319,16;2667,04;2737,24;1402,87;815,86;2160,72;861,62;2649,93;960,72;682,04;868,82;3134,13;8203,42;7032,15;3838,05;2669,14;3467,12;4126,84;7382,29;6747,65;6350,86;4300,21;4532,87;4497,26;4210,12;4494,11;5661,65;6098,59;1617,86;2490,56;2343,49;2818,88;3665,83;5537,76;5514,76;134492,52
"120038 Plácido de Castro";12383,05;7271,92;17362,38;21415,45;11459,93;14767,21;17599,20;21785,67;10025,73;26538,01;20028,04;20603,80;10789,35;15592,90;16171,18;11029,01;16547,79;15337,58;23892,05;16924,56;18429,92;19083,59;17293,51;14421,05;15590,08;17540,54;11370,91;12402,32;29117,94;26015,05;23815,95;12317,71;12776,65;12451,29;23421,32;21092,80;614665,44
"120080 Porto Acre";2244,46;3186,15;10292,94;17150,86;10833,51;3227,08;17671,89;8952,19;10069,44;4491,84;10915,34;4338,84;11039,09;11958,77;4017,21;10173,62;12458,28;8674,74;20142,12;23516,50;13679,32;20392,70;29685,32;26239,54;25270,59;19921,06;13831,67;20150,25;11260,43;11289,60;11179,10;24913,92;13576,31;9256,74;9826,52;18961,56;484789,50
"120039 Porto Walter";1814,43;1419,65;2359,49;3529,18;1219,31;2421,59;4264,92;4625,30;4834,02;4471,02;2302,10;2408,38;2170,38;1382,19;3830,41;2412,05;3609,71;4873,57;7014,87;4688,03;3716,86;11405,08;5085,48;4421,98;5164,62;6563,28;3498,22;6374,38;2579,95;2233,10;2025,02;2933,62;2266,56;2147,87;2554,43;5659,71;134280,76
"120040 Rio Branco";798856,11;836684,01;1193577,46;1238216,19;1278713,43;1331942,36;1438955,61;1295982,54;1365732,42;1336667,94;1176027,64;1048147,74;1027242,03;1317899,17;1518551,20;1349407,33;1469948,81;1367740,15;1574961,74;1613657,88;1463633,95;1570175,29;1534045,74;1483979,68;1797741,72;1385426,89;1651139,45;1576719,26;1641830,43;1761356,28;1642970,12;1455372,85;1532705,79;1569683,64;1647829,15;1515124,12;50808646,12
"120042 Rodrigues Alves";1286,71;1892,91;3876,57;770,24;2815,81;2660,96;4605,64;4609,41;2097,37;1058,69;193,47;1593,92;1797,11;3602,40;2769,04;256,70;3431,76;2978,90;4157,74;4283,37;6229,15;9805,54;8674,74;5562,69;4547,83;3952,68;4960,73;9357,12;2324,24;5441,51;5883,33;6413,74;4124,91;7076,88;14602,39;9488,17;159184,37
"120043 Santa Rosa do Purus";-;-;1618,66;4093,81;2546,78;2639,96;3474,41;2017,37;6897,00;13879,06;4820,77;6903,64;6715,50;2216,25;5411,04;1543,32;10767,49;7817,78;5736,30;6536,96;8491,02;579,94;1134,00;86,76;769,74;1081,20;1769,42;1549,68;3186,50;4096,58;3978,70;442,40;349,24;161,28;1547,48;1139,30;125999,34
"120050 Sena Madureira";6631,85;7085,88;32004,55;31099,58;23598,00;34680,42;23335,40;24160,07;19306,69;22372,38;15999,79;28999,88;21072,72;25529,22;31974,41;27666,60;41438,90;34437,39;32847,20;26146,79;24371,94;40626,99;32638,96;29077,59;27888,14;24005,99;32957,56;52227,23;58924,90;32878,80;48520,21;39694,37;21535,24;27960,80;33702,61;28940,29;1066339,34
"120045 Senador Guiomard";11215,02;22402,55;23269,68;39209,55;18020,79;14940,23;15525,75;13882,85;16915,43;20912,06;11516,01;12887,15;17794,40;15100,86;17895,20;15846,89;17139,58;10623,64;16417,29;15527,58;15665,80;16226,91;16220,69;14073,32;11955,77;9777,33;16792,69;21525,08;10154,42;11107,77;28260,29;17260,71;15728,60;13686,93;30144,46;15501,70;611124,98
"120060 Tarauacá";28559,34;23090,56;53389,53;62678,33;45557,94;53611,09;71553,25;72022,17;66368,51;24594,12;49527,36;60680,57;44835,52;47176,98;50862,11;63973,67;60029,25;69283,48;67699,32;43755,22;53745,92;55299,52;63388,47;41271,51;42155,60;47371,04;55885,54;73148,22;67560,53;68780,83;63944,36;91756,80;60373,94;43319,81;54037,73;43050,22;1984338,36
"120070 Xapuri";6116,79;4180,50;9601,47;17065,99;9499,08;19038,65;19755,11;20572,69;24966,20;13324,34;10800,21;23025,61;9070,72;10786,58;12353,19;25395,58;30716,27;21736,03;24033,90;24021,18;20613,63;19803,67;23110,82;28076,25;14074,02;9253,88;9065,24;39865,90;11376,28;14289,36;20876,43;12515,99;10429,20;12922,39;19578,22;20483,59;622394,96
"130002 Alvarães";825,68;640,77;469,83;600,38;307,27;475,48;510,10;1132,68;1381,44;70,12;104,06;137,08;150,52;715,54;6,64;1953,97;2791,01;918,36;638,82;2886,20;19,92;1735,80;1139,10;597,92;283,36;303,96;242,38;199,30;135,00;1011,94;1042,15;841,50;135,00;397,63;331,21;4405,00;29537,12
"130006 Amaturá";364,97;411,13;370,74;422,67;353,43;339,20;343,76;313,04;307,27;341,89;30,72;301,50;301,50;394,46;427,66;434,30;301,50;192,56;1255,21;1062,65;1275,13;1107,65;1248,57;139,44;139,44;212,48;713,28;547,18;500,70;487,42;447,58;685,14;341,44;570,58;421,02;6,64;17113,85
"130008 Anamã";992,49;328,89;1091,97;188,90;57,70;285,73;167,33;63,47;30,72;315,98;80,36;-;92,96;-;-;239,04;112,88;416,70;79,68;205,84;66,40;458,16;680,52;691,12;966,48;132,80;828,44;1212,60;1605,77;6,64;91,48;66,40;143,05;73,04;807,52;-;12581,06
"130010 Anori";4182,40;144,25;861,03;735,31;805,60;2254,48;395,55;1041,52;2142,85;328,89;-;-;381,63;1209,02;210,56;1895,21;1566,04;1127,20;1483,02;245,68;653,87;2022,98;1454,40;2958,40;535,30;451,36;1314,20;2054,08;1462,36;1989,06;430,12;2584,88;2885,20;3664,53;2812,56;2266,35;50549,89
"130014 Apuí";1136,47;1917,05;2166,51;2727,97;1906,61;4320,21;3368,11;1206,10;2928,19;22499,64;1721,53;1194,95;611,39;1762,33;3997,73;3322,53;1720,73;1953,40;1895,69;3839,29;2618,40;3530,76;3425,60;3095,75;2958,51;3119,89;5910,98;5298,85;4363,98;5288,39;5226,20;8730,65;5737,97;4725,69;6233,27;3818,24;140279,56
"130020 Atalaia do Norte";980,14;556,55;203,47;155,79;6,05;2957,13;2708,87;2691,56;28,85;-;884,85;1336,44;2378,72;-;86,32;84,94;258,96;723,76;27,26;252,32;-;-;-;-;-;325,36;-;272,24;-;365,20;439,76;659,44;1792,56;3119,52;338,64;683,92;24318,62
"130030 Autazes";1050,20;2613,67;1944,78;1003,09;796,53;276,25;656,36;170,77;3231,95;4255,02;1978,51;3731,52;2320,37;1143,48;1423,37;2599,08;2150,94;3056,78;1388,77;3179,05;5475,50;3490,97;3877,64;6043,68;5902,60;3923,62;6711,86;6944,97;22110,14;6291,70;6051,16;4241,10;13711,13;3586,68;4079,15;14209,42;155621,81
"130040 Barcelos";3091,54;1624,31;2032,23;2019,00;1698,03;3375,28;3330,11;2206,45;4644,89;3052,96;2898,96;1329,84;1541,63;1578,85;1506,72;1632,88;1446,96;1427,02;1449,36;1789,56;740,88;1090,29;2876,96;1288,92;1205,68;1415,20;1375,36;2034,18;937,31;876,28;2788,24;1159,27;4460,68;2140,76;2662,72;2539,56;73268,87
"130050 Barreirinha";288,50;1168,13;1071,17;2542,31;4195,51;2685,88;1866,05;680,96;880,14;1949,19;1499,68;219,11;708,50;346,07;253,04;1518,76;914,54;879,30;1184,92;606,32;892,76;1352,56;1027,84;745,42;737,30;738,78;685,66;985,18;710,25;1465,52;1127,16;572,78;481,90;805,77;713,08;381,38;38881,42
"130060 Benjamin Constant";873,31;1875,25;2755,85;3979,99;395,95;145,80;309,00;366,00;227,94;1284,70;2882,52;4406,89;7395,13;3471,37;1447,24;1070,92;946,66;539,38;754,54;1238,33;1402,82;1910,17;684,60;1858,89;2647,74;1955,44;2119,11;2789,21;1062,65;458,16;118,14;312,00;18,55;442,62;1052,91;45,00;55244,78
"130063 Beruri";103,86;253,88;1528,84;3016,94;150,02;40,39;-;84,93;108,98;635,76;1852,68;2146,24;33,00;139,44;13,28;-;79,68;239,04;212,48;285,52;685,90;405,04;371,84;166,00;351,92;1394,40;225,76;245,68;-;15499,40;12,52;106,24;293,92;4835,93;3800,46;3283,44;42603,41
"130068 Boa Vista do Ramos";980,50;2340,96;3998,23;3276,76;6236,49;4201,05;6606,49;5400,78;5887,90;3895,99;4894,91;6570,08;5567,34;5420,44;5692,68;995,72;941,08;1143,64;2672,08;2822,84;2755,78;2671,74;2340,66;4055,64;4191,00;2164,64;3281,39;2897,32;2538,03;4320,92;4145,12;2944,89;1445,49;1532,27;603,48;35,10;121469,43
"130070 Boca do Acre";9450,24;10208,60;8380,99;11046,44;7978,66;4839,80;8847,12;12182,99;8177,90;7564,32;14303,07;6080,44;9008,91;5864,59;9104,84;8892,95;15356,54;13219,65;13663,30;13521,59;10169,57;11516,03;8888,15;8943,52;9445,54;7999,78;11240,73;9877,51;11042,81;10554,49;11130,49;12179,92;10182,97;10293,04;12973,54;11205,98;365337,01
"130080 Borba";3623,70;1607,62;925,57;1090,02;762,14;3228,39;1501,95;1885,73;3188,89;3659,87;1077,03;653,16;1385,12;2212,26;180,00;2993,42;3782,40;1491,23;2869,20;180,00;4138,94;885,90;2571,88;5162,19;4879,73;3405,38;4876,90;3828,02;2140,44;4212,12;2829,18;4508,33;2758,06;4059,20;33318,19;2164,64;124036,80
"130083 Caapiranga";1682,32;878,12;400,43;2849,47;2359,46;2203,67;2105,58;2251,64;2561,52;2228,39;2105,58;2105,58;-;443,00;3593,21;2357,90;3182,84;23126,34;644,54;571,50;571,50;571,50;31,60;21893,60;529,06;680,42;-;292,16;-;599,39;2421,06;1201,32;375,00;34,14;192,56;21999,96;109044,36
"130090 Canutama";1048,92;415,44;346,20;173,89;372,91;2155,39;5,77;357,74;1405,95;196,18;962,62;1210,64;-;-;6,64;378,38;165,25;325,36;272,24;637,44;558,52;695,11;706,24;37,40;49,20;26,56;316,28;159,36;205,84;365,64;1001,50;719,32;209,52;756,96;132,80;79,68;16456,89
"130100 Carauari";3960,12;3754,86;1144,27;823,79;1264,05;1044,19;1037,39;936,06;405,62;1189,84;845,38;980,15;615,21;403,75;486,92;1009,18;570,64;699,36;1128,72;1190,27;6380,35;1294,31;2748,78;3793,86;2197,68;1020,28;1066,31;1590,35;1192,91;1497,83;1499,04;1559,73;1941,06;22507,76;264,94;180,00;74224,96
"130110 Careiro";3652,62;3422,77;5614,91;7748,13;1676,39;5502,25;6745,90;9066,23;4871,28;5834,10;6757,31;6436,41;3686,31;3440,08;7873,28;8243,32;6776,68;3697,78;4161,33;3974,14;4803,30;3819,85;2882,51;2451,34;2581,36;4702,07;2786,71;2889,82;3055,42;3269,84;3616,68;5892,70;6579,25;5237,78;4992,44;2452,35;171194,64
"130115 Careiro da Várzea";1461,95;3257,52;3049,99;2646,21;2569,00;2411,87;2127,74;3059,72;2883,44;2630,01;1536,78;106,24;813,43;1556,28;2409,07;2172,98;1554,88;416,72;252,52;385,22;1611,39;1565,79;1003,63;598,78;1164,38;1351,52;1921,14;1937,36;1376,14;2118,14;1782,24;792,14;1301,28;544,60;335,46;427,88;57133,44
"130120 Coari";4272,08;8756,91;14860,13;30997,12;16314,47;23683,99;6328,18;14845,47;17388,75;10626,39;7889,08;5272,36;8493,80;8721,08;13567,50;3285,35;18361,78;9596,23;15229,78;7654,38;12136,38;9412,89;11014,86;10492,98;13635,47;5453,56;19548,52;22326,26;10093,04;14164,68;14437,75;4743,05;7711,17;6092,79;10853,75;829,50;419091,48
"130130 Codajás";716,72;5009,93;5939,69;3818,08;2627,40;4911,08;1179,55;2842,52;1935,49;1736,23;880,25;99,67;574,46;3039,71;1711,47;1771,60;714,15;1436,27;2205,72;2952,81;1017,35;297,39;4603,60;2585,77;2518,13;2337,41;666,75;319,75;1721,43;326,95;529,98;384,75;3258,50;5210,81;3601,39;2478,63;77961,39
"130140 Eirunepé";3578,73;2083,15;1041,76;1098,06;682,88;1855,53;1571,93;3753,37;3650,02;2633,68;2941,93;2784,14;1357,77;1048,56;1220,26;778,86;1623,84;1286,82;362,62;445,00;2367,17;4687,31;5437,31;2192,09;1877,93;688,85;963,98;2086,21;2276,63;328,34;2654,37;22959,75;1159,37;986,25;3663,65;844,31;90972,43
"130150 Envira";5,77;86,55;396,65;1828,25;2891,61;253,88;584,03;372,48;293,11;308,44;664,44;15,04;226,04;2167,10;2821,12;26,73;8,40;48,24;1720,47;1707,47;1793,79;838,94;631,54;15,04;105,84;53,40;73,04;46,48;13045,92;1701,73;4699,69;3107,86;2731,90;2890,30;2583,58;3029,94;53774,81
"130160 Fonte Boa";1405,44;1410,44;2418,14;5007,93;2241,99;2707,47;2339,83;2746,82;3052,75;3052,63;4424,56;4424,56;3749,71;443,50;866,88;2408,23;354,79;757,73;625,50;608,74;453,83;737,28;482,55;906,70;1118,97;1011,46;1093,89;1343,79;1057,66;931,65;386,75;679,60;770,05;1740,70;1365,45;618,50;59746,47
"130165 Guajará";85,52;233,28;22466,32;1704,50;1326,78;816,85;1055,69;322,30;155,22;559,69;374,29;13,28;2214,45;130,94;256,04;959,88;93,03;79,75;214,12;23571,52;224,33;286,44;444,95;511,35;130,94;399,99;21388,79;327,63;605,54;1386,55;1527,79;871,55;444,70;660,93;313,94;168,85;86327,72
"130170 Humaitá";13718,30;21894,93;24336,38;34359,25;34623,91;33025,45;28083,08;21522,28;22596,50;25039,13;32146,01;26599,83;30191,93;30181,93;36941,50;38678,53;32491,08;41499,77;33798,84;31049,52;30729,05;21950,10;24118,59;26790,81;19851,33;14514,05;21204,39;25162,93;21039,00;24824,15;25496,19;35282,64;33080,89;25618,08;18028,13;22353,87;982822,35
"130180 Ipixuna";35,47;973,82;822,92;691,47;22220,22;618,52;1648,43;108,98;511,61;688,00;1086,92;597,60;754,40;1160,76;953,73;1728,58;1126,90;205,84;22569,92;688,00;363,27;1016,50;232,40;1960,32;981,14;-;1608,40;6,64;727,29;22629,93;638,44;541,11;577,68;840,72;722,14;2122,98;94161,05
"130185 Iranduba";4905,06;22910,15;6794,47;6871,40;8725,73;5776,29;8644,90;10141,19;28306,68;4458,40;3850,46;3820,72;9391,44;31232,38;5803,83;5385,66;4409,02;4734,94;4548,47;6606,92;4389,89;7035,66;9118,76;7686,79;8055,53;7215,40;10684,30;10835,33;9999,57;9209,46;31721,04;9103,62;6393,77;9026,78;25373,18;5936,43;359103,62
"130190 Itacoatiara";9197,59;14669,85;19759,35;13025,44;8718,97;22347,91;40367,45;18627,25;20725,05;24492,24;15441,50;17133,82;32870,29;12920,76;19890,90;27044,11;21285,94;17574,17;16714,34;15575,05;14793,35;22599,10;21894,63;24837,09;40334,53;20222,69;29850,93;25572,67;77404,29;21136,74;20808,40;22509,45;25281,97;27311,85;14372,59;9728,47;807040,73
"130195 Itamarati";1303,82;1279,58;1291,83;1406,52;1234,58;1524,03;1234,58;1234,58;1271,07;1255,28;1234,58;1234,58;1400,58;1545,96;1310,22;1729,97;1255,28;1306,92;1454,48;1360,74;1421,28;3720,42;3234,62;3465,56;1387,30;1255,28;3190,49;3239,10;3141,66;-;179,28;-;97,44;-;190,40;-;51392,01
"130200 Itapiranga";7613,93;6700,12;3821,39;3668,28;2238,01;749,10;405,32;703,01;662,88;381,25;79,75;381,25;381,25;444,25;794,92;852,69;1151,49;846,05;834,21;1247,69;594,25;480,85;807,65;948,73;1576,12;935,45;1655,51;2357,95;1306,49;14459,54;3801,22;2722,10;1156,65;698,56;910,26;580,52;68948,69
"130210 Japurá";-;-;482,76;2864,88;5919,88;2184,64;617,66;248,11;136,16;17,31;20,25;-;-;-;-;-;454,68;715,54;332,00;-;6,64;-;172,64;418,32;375,00;139,44;79,68;166,00;152,72;46,48;157,88;202,88;152,72;156,40;119,52;39,84;16380,03
"130220 Juruá";548,12;2578,48;3511,68;3063,56;4518,70;1234,58;2256,11;4010,10;3844,55;5301,58;4433,19;5995,10;1880,86;688,78;420,52;1096,20;38,10;57,15;12,99;-;6,64;-;-;-;-;185,92;608,66;402,50;458,02;-;-;285,52;157,88;89,45;19582,08;178,27;67445,29
"130230 Jutaí";222,80;830,77;1783,95;1324,95;1624,86;3913,62;822,95;455,27;1134,52;2515,30;2423,91;953,17;1286,67;471,62;855,50;984,89;924,01;1119,27;2075,52;1417,96;1445,64;272,00;192,60;2357,70;2357,70;2398,50;2403,59;3007,08;2583,91;1921,54;2294,98;3989,11;24010,39;2356,58;6376,90;2373,92;87483,65
"130240 Lábrea";6963,24;5141,17;2341,28;1329,83;991,00;3286,14;3682,53;1511,20;4179,89;5259,95;4351,51;3659,11;1226,58;730,97;1017,75;5045,54;5543,49;4764,48;4161,71;9576,49;10210,80;3050,75;8385,32;3013,48;370,92;367,15;2443,26;2329,51;718,34;1982,06;3323,13;4788,31;41376,17;3196,62;4535,49;9008,52;173863,69
"130250 Manacapuru";7677,95;12563,43;13604,68;21938,41;22017,29;20662,35;20527,83;22975,50;21611,24;24778,48;18081,72;14104,49;20053,45;17985,32;20898,93;25855,22;43946,17;20920,93;22785,41;25105,97;28098,33;26978,81;25252,02;31801,99;29495,15;53146,74;30354,14;33980,95;30475,85;33741,00;30300,33;26344,28;38073,77;29700,05;31797,72;32199,33;929835,23
"130255 Manaquiri";265,52;522,86;663,62;2110,48;728,15;737,00;484,65;1519,49;2238,92;1715,12;460,22;297,18;387,18;186,64;-;518,74;298,80;838,08;691,28;518,64;202,50;2852,22;806,36;464,02;1513,16;2295,38;599,04;1904,26;1578,37;495,00;908,04;914,52;3201,64;4644,30;1364,14;480,00;39405,52
"130260 Manaus";3388907,94;3786626,33;3924379,19;3755753,50;3645627,23;3954656,52;3946601,05;3813091,67;3841577,09;4277178,47;3941814,22;4292218,41;4682006,31;4466812,17;4692986,65;4636825,62;4757283,09;4777447,04;4915550,51;4749297,97;4654369,40;4903116,24;4848987,00;5125737,91;5081737,65;5044504,64;5796468,72;6164233,77;6643633,85;5923280,30;5547003,90;5735209,28;6150868,96;6103225,71;6632052,26;6084731,39;174685801,96
"130270 Manicoré";831,25;2303,18;4073,65;5728,01;5389,51;11112,26;7208,47;5876,77;2919,15;3577,89;24955,02;3444,62;3507,49;5675,71;6420,54;6498,88;6224,91;11335,82;6814,93;4308,72;3293,02;3533,21;3575,63;3166,95;5271,88;3809,20;4827,71;3459,24;6330,20;3378,80;4102,56;2872,32;2907,23;5767,97;5895,17;1524,80;191922,67
"130280 Maraã";-;17,31;143,09;40,39;1377,50;3352,92;86,55;50,77;69,24;363,51;56,54;323,20;86,32;92,96;59,76;-;-;610,88;146,08;53,12;199,20;119,52;484,72;99,60;-;99,60;126,16;66,40;73,04;252,32;-;451,52;-;118,04;169,68;86,32;9276,26
"130290 Maués";8481,98;14551,39;14942,92;10786,41;13744,67;35976,63;10046,30;10701,31;7682,02;8658,39;5397,42;6306,94;9020,57;8022,48;8963,24;8788,00;9675,30;11054,39;10227,26;8479,24;9499,24;9780,71;9236,79;9379,40;6675,73;43123,01;27939,87;42285,90;9295,89;10579,87;12642,34;36791,24;11254,98;13560,04;8308,16;3007,59;484867,62
"130300 Nhamundá";-;375,00;-;-;259,65;732,79;2338,28;2543,52;-;230,80;-;199,20;90,00;242,72;148,44;295,94;6,64;618,24;245,68;39,84;109,92;216,16;1076,78;923,84;327,32;176,32;169,68;1923,20;249,36;632,12;461,94;739,24;633,00;1497,68;109,92;1293,10;18906,32
"130310 Nova Olinda do Norte";3746,97;5790,52;1251,62;2133,44;1748,01;3390,47;10003,45;31811,92;13155,28;11684,42;9054,98;9589,30;10973,26;7069,18;29464,22;7223,74;7335,90;7828,80;9648,04;9900,36;9612,73;31974,44;10316,28;8538,10;6183,30;3694,52;3269,67;9825,40;10285,66;10212,89;10019,22;9501,05;9628,87;12003,60;9200,02;10281,59;357351,22
"130320 Novo Airão";21298,75;275,93;1845,03;2790,73;5088,71;5074,01;4426,07;4378,50;4328,20;824,24;6314,96;28731,66;4305,41;4555,05;5513,22;4851,15;4370,71;5898,62;5894,69;4554,57;4632,77;4852,61;26779,94;5662,84;5238,82;4983,46;6555,19;5221,70;4744,74;4736,62;3958,76;4165,22;589,05;4349,72;6778,02;5436,84;224006,51
"130330 Novo Aripuanã";4215,86;2055,30;2554,45;1968,90;433,88;1193,68;580,68;183,00;1402,24;215,79;540,32;498,97;836,60;576,20;361,90;1001,33;66,40;505,36;46,48;325,36;613,08;2278,98;1966,90;2723,86;647,76;129,84;813,56;871,12;374,90;1355,79;1628,16;541,52;2335,04;475,12;573,72;498,19;37390,24
"130340 Parintins";48477,63;59702,83;61882,45;61553,70;59947,60;100862,18;139800,17;150985,54;155451,15;200601,20;140562,10;143886,16;157184,49;150149,42;153362,24;149746,84;148709,10;202613,16;150260,56;154939,16;163504,57;143333,73;211125,55;156333,58;150230,93;74633,97;76833,65;134921,75;67628,33;56693,55;54627,51;55418,74;57534,35;104029,45;51343,58;52335,24;4201206,16
"130350 Pauini";1022,64;2171,76;843,59;398,67;125,91;772,15;114,37;2173,18;3605,51;2362,71;424,31;315,55;542,92;212,72;217,78;256,94;538,09;809,51;301,19;304,77;697,17;305,58;166,14;316,30;310,74;1511,90;844,00;1059,81;264,26;283,50;179,42;1948,84;2137,45;1459,50;1580,94;1526,12;32105,94
"130353 Presidente Figueiredo";3200,83;3163,20;5499,39;9479,88;8448,46;12574,34;17669,44;41005,36;18353,24;11754,88;9451,70;10432,26;10579,86;10205,63;10976,64;12535,54;10767,93;11768,58;12808,66;11509,42;13935,03;11416,21;10973,29;11072,96;11464,81;11969,20;22693,10;16382,62;11430,66;12416,23;13411,97;12077,14;10938,64;10415,77;12987,51;10343,77;446114,15
"130356 Rio Preto da Eva";6410,49;3286,68;4940,15;2593,46;5225,14;8906,16;10703,70;11055,16;9031,63;9126,45;12579,51;12203,83;9541,17;6450,39;8189,67;6623,45;7675,26;8238,68;6965,80;7370,98;10064,40;9006,34;10860,55;10786,44;10862,38;10877,82;10851,48;9708,20;10220,13;8230,52;10655,94;6826,16;3026,37;3834,07;3684,11;3679,50;290292,17
"130360 Santa Isabel do Rio Negro";178,00;472,49;954,90;669,32;425,22;22525,14;496,97;183,60;1570,67;330,02;297,20;550,24;1132,04;673,04;234,92;1030,90;427,20;694,24;361,08;1232,35;845,80;946,34;1161,96;301,32;214,80;226,80;1012,71;1167,60;339,55;1073,84;213,20;1013,84;1412,48;1027,80;226,70;226,70;45850,98
"130370 Santo Antônio do Içá";155,79;-;-;413,08;1899,88;2883,84;23,08;1527,70;1912,76;-;252,07;-;159,36;437,92;132,80;-;268,75;6,64;551,12;840,08;721,04;775,08;106,24;-;245,68;112,88;332,59;531,20;1027,32;1193,10;348,40;564,40;278,88;933,68;272,24;15,00;18922,60
"130380 São Gabriel da Cachoeira";6396,17;7873,46;6316,79;12300,17;9562,85;11457,27;13179,89;8702,94;8016,19;13887,12;12714,17;11094,87;9808,17;6148,57;5909,80;7285,56;8285,07;11545,36;8904,14;10882,28;10092,71;10765,38;8844,35;8954,67;4234,74;3160,66;3029,44;7421,83;9369,37;8524,13;6967,04;6403,10;8025,39;4549,42;17937,94;6974,56;315525,57
"130390 São Paulo de Olivença";2435,29;2640,60;1187,59;1046,85;3306,37;257,56;551,77;841,85;144,25;614,72;75,01;-;-;4,67;2604,22;403,08;19,92;-;185,92;1287,98;105,53;614,32;407,40;1176,76;2518,04;4128,46;2739,44;2182,00;2000,62;3193,53;1990,94;1960,44;3108,99;4238,09;2469,02;2293,32;52734,55
